clueweb09-en0126-05-35795 -2
clueweb09-en0127-68-10408 0
clueweb09-en0127-68-10411 0
clueweb09-en0129-44-54757 0
clueweb09-en0129-48-24976 0
clueweb09-en0129-60-45540 -2
clueweb09-en0130-29-31173 0
clueweb09-en0130-29-31174 0
clueweb09-en0130-84-17643 1
clueweb09-en0131-78-30717 0
clueweb09-en0131-86-19585 0
clueweb09-en0132-99-59363 0
clueweb09-en0132-99-59364 0
clueweb09-en0132-99-59365 0
clueweb09-en0132-99-59366 0
clueweb09-en0133-57-19041 0
clueweb09-en0133-62-39152 0
clueweb09-en0133-76-18757 0
clueweb09-en0133-94-18427 0
clueweb09-enwp00-02-05914 2
clueweb09-enwp00-04-05850 2
clueweb09-enwp00-07-05951 2
clueweb09-enwp00-09-05733 2
clueweb09-enwp00-15-05861 2
clueweb09-enwp00-18-05830 2
clueweb09-enwp01-58-05830 2
